#timestamp wx wy wz
1578481476.557500 -0.013375 0.021751 -0.005792
1578481476.560000 -0.009583 0.015864 -0.003105
1578481476.562500 -0.004709 0.019985 0.002825
1578481476.565000 -0.005819 0.008073 -0.001174
1578481476.567500 -0.003751 0.005710 0.001884
1578481476.570000 -0.006105 0.002190 0.001623
1578481476.572500 -0.008976 0.000025 0.000553
1578481476.575000 -0.006874 0.000019 -0.001611
1578481476.577500 -0.001323 -0.004333 0.001331
1578481476.580000 0.004074 -0.007173 -0.004929
1578481476.582500 0.000766 -0.004457 0.000533
1578481476.585000 0.004499 -0.006197 0.001353
1578481476.587500 0.005120 0.001220 0.001235
1578481476.590000 0.008929 0.002135 0.004736
1578481476.592500 0.012159 0.004673 0.004201
1578481476.595000 0.012329 0.002564 0.008985
1578481476.597500 0.018108 -0.001274 0.004287
1578481476.600000 0.017655 -0.007330 0.002162
1578481476.602500 0.015326 -0.008304 -0.000770
1578481476.605000 0.010662 -0.010017 -0.006454
1578481476.607500 0.010914 -0.010332 -0.003219
1578481476.610000 0.010465 -0.009543 0.003926
1578481476.612500 0.013870 -0.010291 0.001700
1578481476.615000 0.011815 -0.012834 0.005603
1578481476.617500 0.013660 -0.013013 0.001262
1578481476.620000 0.011441 -0.013886 0.001562
1578481476.622500 0.012574 -0.002934 -0.002214
1578481476.625000 0.012323 -0.002378 -0.001472
1578481476.627500 0.009421 0.006114 -0.007075
1578481476.630000 0.011221 0.001217 0.000197
1578481476.632500 0.009900 0.003318 0.003989
1578481476.635000 0.006586 0.002342 0.002734
1578481476.637500 0.000353 0.006987 0.005940
1578481476.640000 0.002423 0.004394 -0.001262
1578481476.642500 -0.001737 0.002667 0.002882
1578481476.645000 -0.001898 -0.002836 -0.001165
1578481476.647500 0.000054 -0.002028 -0.005819
1578481476.650000 -0.002822 -0.003809 -0.009380
1578481476.652500 -0.007567 0.000086 -0.003555
1578481476.655000 -0.006950 0.004227 -0.002806
1578481476.657500 -0.006661 0.005822 0.002238
1578481476.660000 -0.006059 0.006065 0.002238
1578481476.662500 -0.005348 0.009143 0.009896
1578481476.665000 -0.000891 0.011863 0.008118
1578481476.667500 0.000532 0.011559 0.003530
1578481476.670000 0.000273 0.004394 0.002837
1578481476.672500 -0.002095 0.005397 -0.003518
1578481476.675000 0.001751 0.001356 0.004329
1578481476.677500 -0.002411 0.001930 -0.002466
1578481476.680000 -0.003378 0.000450 -0.003715
1578481476.682500 0.003949 0.001787 0.002603
1578481476.685000 0.002477 0.004824 -0.002816
1578481476.687500 0.002804 -0.000621 0.000106
1578481476.690000 0.000159 -0.001232 -0.000972
1578481476.692500 -0.000800 0.001299 -0.000221
1578481476.695000 0.005639 -0.000077 0.003600
1578481476.697500 0.002702 0.001667 -0.001769
1578481476.700000 0.002709 0.006242 0.001787
1578481476.702500 0.003354 0.000481 0.005202
1578481476.705000 0.007662 0.005181 0.003864
1578481476.707500 0.004290 0.003280 -0.001624
1578481476.710000 -0.000092 0.003278 0.002144
1578481476.712500 0.002031 0.005941 -0.000823
1578481476.715000 0.001918 0.001304 -0.001952
1578481476.717500 -0.000775 -0.004190 -0.006133
1578481476.720000 0.000578 -0.004320 -0.003582
1578481476.722500 -0.000452 0.002904 0.000584
1578481476.725000 -0.001715 0.000696 -0.003830
1578481476.727500 -0.002396 -0.003201 -0.002529
1578481476.730000 -0.000894 0.003031 -0.001651
1578481476.732500 0.001855 0.000945 -0.006804
1578481476.735000 0.002547 0.000195 -0.006938
1578481476.737500 0.001748 -0.000498 0.001021
1578481476.740000 0.001708 0.001849 0.002457
1578481476.742500 0.007522 0.001159 -0.001048
1578481476.745000 0.004235 0.007409 0.002119
1578481476.747500 -0.000826 -0.000314 0.000288
1578481476.750000 0.000815 0.000758 -0.005563
1578481476.752500 -0.001538 0.001204 -0.006637
1578481476.755000 0.003980 -0.004952 0.001526
1578481476.757500 0.004098 0.000055 0.005576
1578481476.760000 0.006369 -0.007696 0.008012
1578481476.762500 0.001514 0.002778 0.000171
1578481476.765000 0.007533 -0.003295 -0.001486
1578481476.767500 0.002483 0.004442 0.000669
1578481476.770000 0.002310 0.002976 -0.005126
1578481476.772500 0.002219 0.004958 -0.005376
1578481476.775000 0.003277 0.005931 0.002964
1578481476.777500 0.000820 0.001167 0.006862
1578481476.780000 -0.004143 0.002658 0.004363
1578481476.782500 -0.007021 0.005144 0.000623
1578481476.785000 -0.003377 0.004274 0.000018
1578481476.787500 -0.004114 0.004163 -0.000364
